,cardholder_info,credit_card_details,billing_address,reason_for_the_decline,transaction_info,transaction_references,fees
640,Full Name :Lisa Parsons                                                    Phone:(124)040-9238x920                                                    Email:gcampbell@gmail.com                                                    Personal Number:                              3339431005,Expiritaion date:04/28                                                    Card Type:mastercard*****4820                                                    Bin Country Code:LU,Country:BJ                                                    Zip Code:05784                                                    City:Jacksontown                                                    Address:615 Eric Cove,Amount :210.78                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 6.121.203.167                                                    Order no': af228357-0adc-4279-9be4-3cbab394bdb7                                                    Source: ApprovedCharge                                                    Date:2021-07-15 01:51:32                            Approval Number: 0310978750Bank reference number:    pZWJMpOpXBNUDZjZComment:                    Multi-tiered secondary time-frameReference Number 1: 9475Card Present: NoReference Number 2: IrZnzNXHTbunBDCd,Original transaction:,Ratio Fee:10.54                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
641,Full Name :Aaron Mack                                                    Phone:(530)746-7351x4534                                                    Email:paulmorgan@yahoo.com                                                    Personal Number:                              001-930-289-0975x3583,Expiritaion date:01/28                                                    Card Type:visa*****1256                                                    Bin Country Code:CV,Country:GN                                                    Zip Code:24080                                                    City:Port Ann                                                    Address:3567 Cindy Mission Apt. 572,Reply Code: 3177                            success,Amount :788.92                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 95.1.249.13                                                    Order no': 469e9466-baba-4545-9797-07d475a9c593                                                    Source: ApprovedCharge                                                    Date:2021-09-30 20:08:09                            Approval Number: 0651035538Bank reference number:    VPKIbLQYDHIBVwiWComment:                    Re-engineered upward-trending accessReference Number 1: 3273Card Present: NoReference Number 2: tmpuysGEGEOuEngo,Original transaction:,Ratio Fee:39.45                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
642,Full Name :Kevin Pena                                                    Phone:872-242-9228x81103                                                    Email:ystevens@jennings-ross.org                                                    Personal Number:                              001-229-295-5056,Expiritaion date:09/21                                                    Card Type:visa*****2746                                                    Bin Country Code:NA,Country:PT                                                    Zip Code:90713                                                    City:New Tamibury                                                    Address:620 Roberts Summit,Amount :713.34                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 84.49.187.215                                                    Order no': 34e531c1-c564-4c20-88f8-44f99242a17e                                                    Source: ApprovedCharge                                                    Date:2021-12-21 01:12:43                            Approval Number: 0329055801Bank reference number:    EVcwgkLtykDojwIoComment:                    Fully-configurable value-added orchestrationReference Number 1: 1737Card Present: NoReference Number 2: wlaVRndLKLMFesRH,Original transaction:,Ratio Fee:35.67                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
643,Full Name :Frank Johnson                                                    Phone:963-725-0676x10670                                                    Email:wflowers@yahoo.com                                                    Personal Number:                              001-536-178-9342,Expiritaion date:09/25                                                    Card Type:mastercard*****3637                                                    Bin Country Code:ML,Country:BN                                                    Zip Code:40539                                                    City:North Laurastad                                                    Address:35665 Nathaniel Unions,Amount :316.51                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 137.110.59.154                                                    Order no': 2f70a11f-0d73-4af1-a807-1f7a86d945cc                                                    Source: ApprovedCharge                                                    Date:2021-05-14 10:41:48                            Approval Number: 0483920010Bank reference number:    zprotzVMlTmzBFjuComment:                    Multi-tiered bifurcated secured lineReference Number 1: 7613Card Present: NoReference Number 2: JIRanRicxyDGyQtv,Original transaction:,Ratio Fee:15.83                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
644,Full Name :Rachel Cooper                                                    Phone:001-283-437-6365                                                    Email:lsullivan@hotmail.com                                                    Personal Number:                              +1-722-719-5745x5965,Expiritaion date:07/25                                                    Card Type:mastercard*****9951                                                    Bin Country Code:BY,Country:AT                                                    Zip Code:81320                                                    City:Abigailborough                                                    Address:24681 Joseph Course,Amount :897.45                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 37.110.144.45                                                    Order no': 200d272e-4a1d-482c-ad4b-016f0f2562ed                                                    Source: ApprovedCharge                                                    Date:2021-05-14 17:23:33                            Approval Number: 0709001746Bank reference number:    ZNiIdIyYCcWYujsMComment:                    Inverse object-oriented encodingReference Number 1: 370Card Present: NoReference Number 2: oYAgAFRvQsibUwzg,Original transaction:,Ratio Fee:44.87                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
645,Full Name :Jon Turner                                                    Phone:001-324-042-9122                                                    Email:alicia30@valdez-waters.org                                                    Personal Number:                              +1-278-627-5595,Expiritaion date:06/24                                                    Card Type:visa*****4969                                                    Bin Country Code:MU,Country:AR                                                    Zip Code:63342                                                    City:West Meganshire                                                    Address:4339 Brewer Lodge,Amount :324.03                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 118.105.173.145                                                    Order no': 980d615f-792f-4a65-9739-f7dfb8700b12                                                    Source: ApprovedCharge                                                    Date:2021-05-01 09:24:33                            Approval Number: 1112394087Bank reference number:    gtGnrIrWUqpaVOopComment:                    Operative foreground matricesReference Number 1: 2788Card Present: NoReference Number 2: eJPfUrrPxsChFmZE,Original transaction:,Ratio Fee:16.2                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
646,Full Name :Sarah Hurst                                                    Phone:+1-902-520-4738x889                                                    Email:matthewmartinez@yahoo.com                                                    Personal Number:                              970.000.3035,Expiritaion date:01/28                                                    Card Type:mastercard*****0463                                                    Bin Country Code:MG,Country:GA                                                    Zip Code:12440                                                    City:Port Melissa                                                    Address:2140 Martinez Dale Suite 324,Reply Code: 3114                            treat,Amount :682.55                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 72.211.100.35                                                    Order no': 8aab54eb-cda2-466f-bd51-944829d26bb0                                                    Source: ApprovedCharge                                                    Date:2021-01-10 11:30:30                            Approval Number: 0750791381Bank reference number:    XnKtRasSjblEUbKXComment:                    De-engineered global process improvementReference Number 1: 9296Card Present: NoReference Number 2: EBTKgXvuWbAbAGHi,Original transaction:,Ratio Fee:34.13                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
647,Full Name :Taylor Berry                                                    Phone:(785)658-9688                                                    Email:patrickwilliams@morgan.info                                                    Personal Number:                              541-443-9303,Expiritaion date:06/25                                                    Card Type:mastercard*****0111                                                    Bin Country Code:VE,Country:PL                                                    Zip Code:81583                                                    City:Thomashaven                                                    Address:9506 Christopher Forges Suite 219,Reply Code: 9152,Amount :960.15                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 6.59.101.120                                                    Order no': 4706d2b4-7737-4fc0-8466-0ed6b2c9783a                                                    Source: ApprovedCharge                                                    Date:2021-03-02 17:55:12                            Approval Number: 1243107006Bank reference number:    lcksbhKadGODXgiVComment:                    Digitized bifurcated Graphical User InterfaceReference Number 1: 6986Card Present: NoReference Number 2: MOzsGZWeEtoAHXXc,Original transaction:517818d2-8aa3-43ca-be9f-227c8a1742db,Ratio Fee:48.01                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
648,Full Name :Sean Pineda                                                    Phone:445-245-9727x6564                                                    Email:charles47@gmail.com                                                    Personal Number:                              3652489147,Expiritaion date:08/29                                                    Card Type:mastercard*****0237                                                    Bin Country Code:UG,Country:NE                                                    Zip Code:53369                                                    City:Emilystad                                                    Address:112 Michael Flat,Amount :877.92                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 45.226.159.205                                                    Order no': 40d612d8-da30-4fa8-bd53-20cbc94dcc08                                                    Source: ApprovedCharge                                                    Date:2020-12-29 11:29:06                            Approval Number: 1757895809Bank reference number:    KfqNrbxpArIoewRzComment:                    Right-sized background collaborationReference Number 1: 7209Card Present: NoReference Number 2: nsgxKPcQvBjoTHmv,Original transaction:bd6c89ef-4d7a-432c-81b8-a7f536f2a14f,Ratio Fee:43.9                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
649,Full Name :Diane Johnson                                                    Phone:518.408.0603                                                    Email:amandadavenport@hotmail.com                                                    Personal Number:                              001-652-085-1704x2759,Expiritaion date:07/25                                                    Card Type:mastercard*****5687                                                    Bin Country Code:IT,Country:BN                                                    Zip Code:07292                                                    City:North Barbaraberg                                                    Address:319 Zachary Meadow,Reply Code: 903,Amount :95.78                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 51.10.0.188                                                    Order no': b09562b9-1c6e-44fa-b228-1fa0cd7022d8                                                    Source: ApprovedCharge                                                    Date:2021-12-13 16:29:20                            Approval Number: 0099029677Bank reference number:    zLvnuaXjsivTQvOAComment:                    Sharable zero tolerance throughputReference Number 1: 9427Card Present: NoReference Number 2: kDFjGTqRkRLiYdpH,Original transaction:92d22c30-5000-4a72-8e9b-610318a4cf9f,Ratio Fee:4.79                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
650,Full Name :Kristina Diaz                                                    Phone:(431)941-9455x0693                                                    Email:romerostacey@macias-everett.org                                                    Personal Number:                              767.841.1809,Expiritaion date:05/30                                                    Card Type:visa*****3373                                                    Bin Country Code:PK,Country:JM                                                    Zip Code:87671                                                    City:Willisshire                                                    Address:72218 Kevin Parkway,Reply Code: 9448,Amount :738.97                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 168.201.216.239                                                    Order no': 54f7b3ef-8528-4d28-adfe-97df146da8d4                                                    Source: ApprovedCharge                                                    Date:2021-05-23 08:40:28                            Approval Number: 0156364433Bank reference number:    pJiOfWtsknGNdSNjComment:                    Quality-focused secondary leverageReference Number 1: 668Card Present: NoReference Number 2: MoXQCzXMdDhLiFfE,Original transaction:,Ratio Fee:36.95                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
651,Full Name :Robert Brennan                                                    Phone:389.287.2702x225                                                    Email:jennifer92@hotmail.com                                                    Personal Number:                              001-065-336-8805x3751,Expiritaion date:01/26                                                    Card Type:visa*****9471                                                    Bin Country Code:IQ,Country:LT                                                    Zip Code:20216                                                    City:Lake Joseph                                                    Address:156 Hines Springs,Amount :248.44                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 41.252.101.57                                                    Order no': d8ec9ee3-3119-4481-9033-5af5b804829b                                                    Source: ApprovedCharge                                                    Date:2021-07-04 00:37:27                            Approval Number: 1466279362Bank reference number:    XfMnzLsJinveFOwZComment:                    Enterprise-wide upward-trending circuitReference Number 1: 3793Card Present: NoReference Number 2: gzehkJbbJuTmYEfg,Original transaction:,Ratio Fee:12.42                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
652,Full Name :Ruth Sellers                                                    Phone:425.880.8924                                                    Email:floresmichael@yahoo.com                                                    Personal Number:                              789.712.5629,Expiritaion date:09/24                                                    Card Type:mastercard*****6656                                                    Bin Country Code:BA,Country:FR                                                    Zip Code:99420                                                    City:Adamstown                                                    Address:32294 Chris Knoll Apt. 048,Reply Code: 4500,Amount :577.04                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 157.210.220.74                                                    Order no': bf8be11c-3843-480a-8918-a4bc1e2afde2                                                    Source: ApprovedCharge                                                    Date:2021-09-18 17:01:30                            Approval Number: 1774310880Bank reference number:    MfFmbAfegebCRedtComment:                    Intuitive disintermediate open architectureReference Number 1: 3047Card Present: NoReference Number 2: XolPLutpiIcfGiiJ,Original transaction:,Ratio Fee:28.85                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
653,Full Name :Christy Pierce                                                    Phone:(867)876-9783x5210                                                    Email:benjamin60@wright.com                                                    Personal Number:                              (939)068-9632x23821,Expiritaion date:12/23                                                    Card Type:visa*****7215                                                    Bin Country Code:TT,Country:GE                                                    Zip Code:45686                                                    City:North Isaac                                                    Address:89467 Wilson Views,Amount :661.2                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 174.95.155.150                                                    Order no': d71ef66a-2563-4797-ae8f-83575687b780                                                    Source: ApprovedCharge                                                    Date:2021-09-12 00:42:41                            Approval Number: 1159675287Bank reference number:    mibOAAssPQwRVPgtComment:                    Grass-roots incremental functionReference Number 1: 3606Card Present: NoReference Number 2: hCuDIiQNZPgEJhhF,Original transaction:,Ratio Fee:33.06                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
654,Full Name :Mia Johnson                                                    Phone:(794)615-2124                                                    Email:umartin@willis-watkins.com                                                    Personal Number:                              (546)698-2108x898,Expiritaion date:01/22                                                    Card Type:mastercard*****1952                                                    Bin Country Code:GT,Country:HU                                                    Zip Code:47421                                                    City:Port Justinbury                                                    Address:0772 Jones Drives Apt. 503,Amount :462.61                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 25.177.140.36                                                    Order no': 33bec706-370b-4e14-ad87-629242353516                                                    Source: ApprovedCharge                                                    Date:2021-07-20 19:49:40                            Approval Number: 0226052230Bank reference number:    viCnVAPyOkxFTJYIComment:                    Horizontal asynchronous orchestrationReference Number 1: 365Card Present: NoReference Number 2: zbSuQsyvOUczQSqv,Original transaction:,Ratio Fee:23.13                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
655,Full Name :Sarah Alvarado                                                    Phone:+1-562-361-5488x83336                                                    Email:kennedytina@yahoo.com                                                    Personal Number:                              (172)938-1174,Expiritaion date:07/29                                                    Card Type:mastercard*****5135                                                    Bin Country Code:KG,Country:SY                                                    Zip Code:05459                                                    City:South Tracyberg                                                    Address:756 Burgess Land,Reply Code: 7155                            item,Amount :654.72                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 132.194.241.8                                                    Order no': 9440b168-5da1-4d5d-9c47-3feca06acada                                                    Source: ApprovedCharge                                                    Date:2021-09-29 15:23:53                            Approval Number: 0278665055Bank reference number:    dwxddMzSCfnwOviRComment:                    Visionary multi-state help-deskReference Number 1: 3683Card Present: NoReference Number 2: QGdqfOGDcbkWoDOx,Original transaction:,Ratio Fee:32.74                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
656,Full Name :Jason Jenkins                                                    Phone:104.325.6510x661                                                    Email:rserrano@yahoo.com                                                    Personal Number:                              +1-550-662-5737,Expiritaion date:09/28                                                    Card Type:mastercard*****6668                                                    Bin Country Code:ZA,Country:RO                                                    Zip Code:86399                                                    City:New Davidport                                                    Address:9801 Walton Mountain Suite 827,Reply Code: 7880                            second,Amount :152.84                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 59.199.17.150                                                    Order no': 6918e5ca-ecba-4963-8a44-9c0e50a8e28b                                                    Source: ApprovedCharge                                                    Date:2020-12-26 21:29:04                            Approval Number: 0151258309Bank reference number:    SiCEPVkyBDWpxIKCComment:                    Face-to-face systemic matrixReference Number 1: 1879Card Present: NoReference Number 2: VakjsBVYZJiJoDVJ,Original transaction:,Ratio Fee:7.64                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
657,Full Name :James Horton                                                    Phone:745.232.2267                                                    Email:briannafreeman@deleon-cunningham.com                                                    Personal Number:                              001-039-024-7060x11343,Expiritaion date:09/21                                                    Card Type:visa*****1866                                                    Bin Country Code:FR,Country:IL                                                    Zip Code:27833                                                    City:Port Beverlybury                                                    Address:45479 Stone Run,Reply Code: 2430,Amount :637.42                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 209.74.85.190                                                    Order no': d0ba9d8f-8c16-4cf1-b847-f25795e12a7b                                                    Source: ApprovedCharge                                                    Date:2021-02-08 02:37:29                            Approval Number: 1688641297Bank reference number:    qKQELmiDxvjCrppRComment:                    Re-engineered clear-thinking matricesReference Number 1: 4246Card Present: NoReference Number 2: OxScbixTBSpTNXyF,Original transaction:,Ratio Fee:31.87                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
658,Full Name :Mrs. Ashley Collins PhD                                                    Phone:001-166-218-6293x45405                                                    Email:medinawilliam@lindsey-hudson.com                                                    Personal Number:                              451-301-0778x854,Expiritaion date:08/24                                                    Card Type:visa*****7107                                                    Bin Country Code:SA,Country:BG                                                    Zip Code:20583                                                    City:South Julie                                                    Address:617 Murray Isle Suite 926,Amount :783.35                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 179.131.3.58                                                    Order no': 2f469069-63b0-4d32-ae6e-535b2ac1f4d7                                                    Source: ApprovedCharge                                                    Date:2021-05-03 13:46:26                            Approval Number: 150234033XBank reference number:    uFcBjbVauZbCnTxpComment:                    Implemented even-keeled groupwareReference Number 1: 2117Card Present: NoReference Number 2: HwCBvMmBBNvivwmR,Original transaction:,Ratio Fee:39.17                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
659,Full Name :Lawrence Anderson                                                    Phone:001-328-552-0668x92208                                                    Email:scunningham@davis-hill.com                                                    Personal Number:                              7462954450,Expiritaion date:04/28                                                    Card Type:visa*****8618                                                    Bin Country Code:KW,Country:BF                                                    Zip Code:97288                                                    City:Cummingston                                                    Address:9830 Nicholas Point,Reply Code: 8132                            billion,Amount :951.56                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 18.170.197.5                                                    Order no': d3d96467-2253-447a-aa91-a418b0847495                                                    Source: ApprovedCharge                                                    Date:2021-10-28 09:36:16                            Approval Number: 0075742063Bank reference number:    mffliJjKovlaPqABComment:                    Seamless optimizing Internet solutionReference Number 1: 7690Card Present: NoReference Number 2: VhCmbdXBflWYDhzp,Original transaction:34e97d5d-d441-49dc-8860-de27fe35af38,Ratio Fee:47.58                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0
660,Full Name :Daniel Smith                                                    Phone:112-955-7095                                                    Email:ashley91@gmail.com                                                    Personal Number:                              704.550.7430x0110,Expiritaion date:10/23                                                    Card Type:visa*****6741                                                    Bin Country Code:KN,Country:LV                                                    Zip Code:60170                                                    City:Beanchester                                                    Address:5613 Marquez Route Suite 948,Amount :45.29                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 93.57.221.177                                                    Order no': d3a0dd52-7aeb-4ef1-b020-ab150dfd1ebd                                                    Source: ApprovedCharge                                                    Date:2021-08-23 17:49:46                            Approval Number: 0200913875Bank reference number:    MIorczHZAHdfyQLlComment:                    Function-based responsive Graphical User InterfaceReference Number 1: 8311Card Present: NoReference Number 2: NNHqVgqcJJuKDDIg,Original transaction:,Ratio Fee:2.26                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
661,Full Name :Robin Gilmore                                                    Phone:001-071-187-5205x537                                                    Email:barkerdonald@contreras-ryan.biz                                                    Personal Number:                              001-468-590-6142x942,Expiritaion date:11/23                                                    Card Type:visa*****3097                                                    Bin Country Code:KE,Country:NA                                                    Zip Code:97316                                                    City:Hudsonmouth                                                    Address:24319 Mora Heights Apt. 014,Amount :702.42                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 158.37.192.71                                                    Order no': f40ae29a-d266-48e8-b7c6-967fccb62a53                                                    Source: ApprovedCharge                                                    Date:2021-05-30 08:50:15                            Approval Number: 0799650358Bank reference number:    wFKNPTBPyehijjCrComment:                    Function-based 4thgeneration Graphical User InterfaceReference Number 1: 2417Card Present: NoReference Number 2: iKgorZEEhUqPplcY,Original transaction:,Ratio Fee:35.12                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
662,Full Name :Jeffrey Chen                                                    Phone:+1-477-478-8604                                                    Email:sally47@wagner.com                                                    Personal Number:                              +1-409-996-4494,Expiritaion date:10/21                                                    Card Type:visa*****2321                                                    Bin Country Code:BT,Country:BD                                                    Zip Code:05713                                                    City:East Huntertown                                                    Address:6477 Gregory Mountain,Amount :335.83                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 190.19.22.91                                                    Order no': c6859ed6-eebb-4f0d-b0d7-55ac2f89b4c3                                                    Source: ApprovedCharge                                                    Date:2020-12-01 07:32:45                            Approval Number: 0837083303Bank reference number:    RDfexoPUxlRlsHpTComment:                    Face-to-face 4thgeneration monitoringReference Number 1: 5258Card Present: NoReference Number 2: pwdAdTrsDkMNMxSt,Original transaction:,Ratio Fee:16.79                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
663,Full Name :Charles Allen                                                    Phone:(024)344-0507x4584                                                    Email:griffincameron@kelly.com                                                    Personal Number:                              +1-180-150-3193x279,Expiritaion date:09/22                                                    Card Type:mastercard*****7592                                                    Bin Country Code:KI,Country:FI                                                    Zip Code:97871                                                    City:Lake Kelly                                                    Address:0735 Russell Rue Apt. 611,Amount :486.09                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 108.252.130.228                                                    Order no': 02b7b9d6-9738-4c30-845c-0218d42d5861                                                    Source: ApprovedCharge                                                    Date:2020-12-13 12:44:07                            Approval Number: 0134895088Bank reference number:    jGiuGsVseLQxGOpjComment:                    Expanded fault-tolerant info-mediariesReference Number 1: 4547Card Present: NoReference Number 2: DsRljHDkZAZweCpJ,Original transaction:,Ratio Fee:24.3                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
664,Full Name :Jennifer Barrett                                                    Phone:(025)929-8324x1615                                                    Email:fieldsthomas@gmail.com                                                    Personal Number:                              755.409.2783x421,Expiritaion date:01/27                                                    Card Type:mastercard*****0267                                                    Bin Country Code:AT,Country:VN                                                    Zip Code:61857                                                    City:North Melissa                                                    Address:12571 Browning Dale Apt. 321,Amount :71.66                                                    Credit type: Regular                                                    Installments: 1                                                    Money Transfer: No record                                                    IP Address: 109.89.127.185                                                    Order no': 8e74c4b3-898a-4c42-ac11-6bc52fae5298                                                    Source: ApprovedCharge                                                    Date:2021-03-17 18:44:28                            Approval Number: 0645998273Bank reference number:    VSBuysucNEpAhVtGComment:                    Persistent coherent knowledgebaseReference Number 1: 8687Card Present: NoReference Number 2: TPbuekgjZsPkNaEn,Original transaction:,Ratio Fee:3.58                                                    Transaction Fee:0.5                                                    Chargeback:0                                                    Handling:0                                                    Retrieval:0,
